0;1;id;acesso
0.74558675;0.25441325;1151;0
0.26850617;0.73149383;1157;0
0.34601903;0.653981;1161;0
0.8630825;0.13691749;1166;0
0.76808745;0.23191257;1175;0
0.7361479;0.26385212;1198;0
0.55469954;0.4453005;1208;0
0.08877164;0.91122836;1210;1
0.77479756;0.22520246;1233;0
0.96145344;0.038546555;1237;0
0.83886695;0.16113305;1238;0
0.9333889;0.06661111;1263;0
0.36214036;0.63785964;1271;0
0.7172029;0.28279707;1273;0
0.41106975;0.58893025;1277;0
0.9578102;0.042189762;1278;0
0.9024502;0.09754982;1286;0
0.78332525;0.21667473;1292;0
0.6739392;0.32606077;1298;0
0.40917385;0.59082615;1303;0
0.847604;0.15239602;1315;0
0.9082835;0.09171655;1325;0
0.752949;0.24705097;1351;0
0.5708319;0.42916813;1370;1
0.24473816;0.75526184;1386;1
0.47281593;0.52718407;1389;0
0.82922983;0.17077015;1394;0
0.6140872;0.3859128;1409;0
0.84746784;0.15253218;1413;0
0.8603622;0.13963784;1419;0
0.98711044;0.012889568;1427;0
0.1875267;0.8124733;1436;0
0.827162;0.172838;1451;0
0.97587794;0.024122054;1461;0
0.55931616;0.44068384;1473;0
0.820679;0.17932098;1477;0
0.82565093;0.17434905;1508;0
0.9024851;0.09751492;1510;0
0.91986716;0.08013281;1520;0
0.70320797;0.29679206;1532;0
0.6863215;0.31367847;1533;0
0.8432903;0.15670966;1572;0
0.8964871;0.10351291;1574;0
0.4244758;0.5755242;1575;1
0.77055776;0.22944222;1595;0
0.6342972;0.3657028;1605;0
0.86048543;0.13951455;1610;0
0.7490022;0.25099778;1627;0
0.7403333;0.25966665;1643;0
0.7374377;0.26256227;1647;0
0.6276282;0.37237182;1683;0
0.26049298;0.739507;1706;0
0.6385957;0.3614043;1721;0
0.8809166;0.1190834;1742;0
0.90824366;0.091756366;1743;0
0.9801698;0.019830218;1748;0
0.78332716;0.21667285;1760;0
0.7913996;0.2086004;1769;0
0.97832;0.021680001;1783;0
0.99698555;0.003014425;1811;0
0.59737486;0.40262514;1820;0
0.33024365;0.66975635;1822;0
0.8286475;0.1713525;1824;0
0.8636608;0.13633922;1837;0
0.62087595;0.37912405;1839;0
0.75457096;0.24542905;1862;0
0.9229771;0.07702291;1863;0
0.7204237;0.27957627;1887;0
0.5838069;0.41619316;1889;0
0.72253346;0.2774665;1900;0
0.95006645;0.049933545;1904;0
0.80253255;0.19746742;1911;0
0.6317469;0.36825308;1916;0
0.873021;0.12697901;1918;0
0.88301045;0.11698953;1919;0
0.8669336;0.13306645;1946;0
0.5405177;0.45948228;1953;0
0.62742484;0.37257513;1960;0
0.66857296;0.33142704;1964;0
0.62365824;0.37634176;1974;0
0.3754359;0.6245641;1981;0
0.81915224;0.18084776;1992;0
0.9321073;0.06789269;1996;0
0.09094566;0.90905434;1999;1
0.8742105;0.1257895;2022;0
0.8507826;0.14921743;2023;0
0.9071766;0.092823364;2045;0
0.9171664;0.082833566;2069;0
0.9370491;0.06295092;2082;0
0.9153967;0.084603295;2086;0
0.5666431;0.43335685;2088;0
0.8536;0.14639996;2099;0
0.5808008;0.41919926;2100;0
0.52804184;0.47195816;2107;0
0.6342052;0.36579478;2128;0
0.99228823;0.0077117914;2134;0
0.79795307;0.20204695;2155;0
0.5440439;0.45595607;2165;0
0.911889;0.08811096;2177;0
0.8051489;0.19485109;2188;0
0.8516403;0.1483597;2198;0
0.5739429;0.42605713;2209;0
0.7927259;0.20727405;2225;0
0.82392836;0.17607166;2239;0
0.19938904;0.80061096;2256;0
0.50992006;0.49007994;2264;0
0.11028713;0.88971287;2266;0
0.8686492;0.13135082;2277;0
0.8078968;0.19210322;2285;0
0.9725719;0.02742809;2292;0
0.90641993;0.09358005;2294;0
0.618024;0.381976;2299;0
0.9977229;0.0022771042;2309;0
0.6527906;0.3472094;2320;0
0.6047041;0.39529592;2323;0
0.70364106;0.29635897;2324;0
0.95428884;0.045711163;2327;0
0.8391744;0.1608256;2329;0
0.83000743;0.16999258;2342;0
0.9776222;0.022377811;2367;0
0.54365075;0.45634928;2381;0
0.6779014;0.32209864;2403;0
0.72888315;0.27111682;2418;0
0.93709886;0.06290115;2422;0
0.87762904;0.122370936;2430;0
0.7070675;0.29293254;2465;0
0.6948892;0.3051108;2474;0
0.7460067;0.25399327;2485;0
0.88996905;0.11003095;2492;0
0.09334451;0.9066555;2501;0
0.43054086;0.56945914;2510;0
0.90227526;0.09772471;2520;0
0.62689215;0.37310785;2539;0
0.93624336;0.06375662;2556;0
0.6872306;0.3127694;2563;0
0.90851754;0.091482475;2568;0
0.6642556;0.3357444;2576;0
0.84028256;0.15971743;2580;0
0.5775962;0.4224038;2582;0
0.9020175;0.09798252;2592;0
0.89341724;0.10658277;2594;0
0.86892277;0.13107722;2610;0
0.87158364;0.12841636;2611;0
0.683213;0.316787;2621;0
0.6208749;0.37912515;2627;0
0.976375;0.023625046;2635;0
0.55855966;0.44144034;2641;0
0.78870463;0.2112954;2651;0
0.80461955;0.19538043;2653;0
0.65492105;0.34507897;2663;0
0.8674607;0.13253929;2678;0
0.83949876;0.16050124;2681;0
0.10562062;0.8943794;2688;1
0.76783264;0.2321674;2689;0
0.7831388;0.2168612;2690;0
0.26252687;0.73747313;2696;0
0.8949087;0.10509126;2699;0
0.8147588;0.18524125;2720;0
0.6351603;0.36483967;2721;0
0.9080464;0.09195355;2730;0
0.80348563;0.1965144;2745;0
0.625396;0.37460402;2746;0
0.58176166;0.41823834;2749;0
0.4019084;0.5980916;2777;0
0.73633766;0.26366234;2779;0
0.9326083;0.067391716;2783;0
0.5344836;0.4655164;2792;0
0.9726032;0.027396806;2798;0
0.6718494;0.32815057;2803;0
0.5858946;0.41410542;2809;0
0.94023496;0.059765056;2838;0
0.36270607;0.63729393;2845;1
0.740198;0.25980198;2864;0
0.96011704;0.03988294;2865;0
0.7411691;0.25883088;2874;0
0.44064492;0.5593551;2897;0
0.73621947;0.26378053;2905;0
0.7581059;0.24189414;2908;0
0.6173762;0.38262382;2912;0
0.70206356;0.29793644;2920;0
0.48742306;0.51257694;2935;0
0.9005835;0.09941648;2937;0
0.75094724;0.2490528;2945;0
0.84898794;0.15101206;2948;0
0.90435916;0.095640816;2966;0
0.62928355;0.37071645;2970;0
0.7688979;0.23110208;2973;0
0.37920684;0.62079316;2980;0
0.9639477;0.036052268;2981;0
0.66467655;0.33532342;2991;0
0.8391755;0.16082446;3010;0
0.77998555;0.22001447;3032;0
0.84014875;0.15985125;3034;0
0.6711515;0.32884848;3047;0
0.93006545;0.069934525;3051;0
0.13270187;0.8672981;3059;0
0.35123372;0.6487663;3061;0
0.31022918;0.6897708;3065;0
0.71853495;0.28146502;3097;0
0.65088236;0.34911764;3109;0
0.40107566;0.59892434;3110;1
0.12746;0.87254;3143;0
0.9990718;0.0009282394;3146;0
0.9494338;0.050566223;3154;0
0.6586933;0.34130672;3155;0
0.7344043;0.2655957;3160;0
0.63674515;0.36325485;3167;0
0.2673021;0.7326979;3172;0
0.8375399;0.16246007;3178;0
0.72076344;0.27923653;3184;0
0.5547429;0.44525713;3185;0
0.51194584;0.48805413;3189;0
0.7805964;0.21940361;3191;0
0.68353105;0.31646895;3192;0
0.8739462;0.12605383;3194;0
0.38325888;0.6167411;3206;1
0.83606505;0.16393498;3207;0
0.7289835;0.27101645;3217;0
0.89876014;0.10123984;3218;0
0.09571725;0.90428275;3221;0
0.8992502;0.10074979;3232;0
0.57093877;0.42906123;3242;0
0.6027796;0.39722037;3255;0
0.42491257;0.5750874;3281;0
0.8850963;0.114903696;3286;0
0.72333777;0.27666223;3288;0
0.94773716;0.05226284;3295;0
0.78185385;0.21814616;3325;0
0.72987545;0.27012455;3336;0
0.6990508;0.3009492;3339;0
0.7639151;0.2360849;3346;0
0.115695894;0.8843041;3353;0
0.5768702;0.42312983;3354;0
0.7110538;0.2889462;3357;0
0.9369765;0.0630235;3369;0
0.34198016;0.65801984;3372;0
0.55409586;0.44590417;3374;0
0.7347003;0.2652997;3380;0
0.7045723;0.29542768;3397;0
0.8638076;0.1361924;3430;0
0.8358122;0.16418776;3438;0
0.13033801;0.869662;3442;0
0.83033276;0.16966723;3443;0
0.81628954;0.18371046;3474;0
0.24919385;0.75080615;3482;0
0.7111324;0.28886756;3490;0
0.8465791;0.15342095;3492;0
0.8437259;0.15627408;3497;0
0.7574305;0.24256952;3507;0
0.7798739;0.2201261;3512;0
0.81900686;0.18099312;3531;0
0.5345086;0.4654914;3536;0
0.71576977;0.2842302;3540;0
0.80771416;0.19228582;3547;0
0.715782;0.284218;3566;0
0.98668116;0.013318855;3568;0
0.9082067;0.09179333;3569;0
0.14549577;0.8545042;3574;1
0.80041116;0.19958884;3580;0
0.86928695;0.13071306;3590;0
0.9076448;0.0923552;3593;0
0.9961878;0.0038121883;3596;0
0.84364253;0.15635748;3605;0
0.7325562;0.26744378;3610;0
0.36652118;0.6334788;3611;0
0.66598785;0.33401212;3612;0
0.65404713;0.34595284;3614;0
0.4279921;0.5720079;3638;1
0.90056247;0.09943752;3641;0
0.88224095;0.11775905;3655;0
0.7607219;0.23927811;3676;0
0.7701726;0.22982739;3708;0
0.89732033;0.102679655;3709;0
0.5513636;0.44863644;3734;0
0.6580052;0.34199482;3744;0
0.6539584;0.34604162;3754;0
0.3272851;0.6727149;3764;0
0.5811826;0.41881743;3794;0
0.49248618;0.5075138;3800;0
0.42513955;0.57486045;3802;0
0.7608197;0.2391803;3807;0
0.92518;0.07481997;3858;0
0.06485689;0.9351431;3859;1
0.67907524;0.32092473;3869;0
0.61204624;0.38795376;3872;0
0.8243994;0.1756006;3883;0
0.79695445;0.20304555;3888;0
0.9936838;0.006316208;3900;0
0.98895955;0.01104046;3902;0
0.87559175;0.12440823;3908;0
0.6332637;0.36673626;3913;0
0.6213342;0.37866583;3917;0
0.69462717;0.3053728;3920;0
0.7069739;0.29302612;3923;0
0.8420814;0.15791856;3924;0
0.7254685;0.27453148;3932;0
0.9706603;0.029339658;3939;0
0.7029034;0.2970966;3961;0
0.76812387;0.23187616;3963;0
0.71461487;0.28538513;3966;0
0.58825195;0.41174808;3974;0
0.8091694;0.19083057;3982;0
0.69506484;0.30493516;3986;0
0.6012895;0.3987105;4018;0
0.59816176;0.40183824;4029;0
0.77296984;0.22703016;4036;0
0.9139442;0.08605583;4042;0
0.8696353;0.13036472;4047;0
0.7412468;0.25875318;4068;0
0.95633274;0.043667257;4085;0
0.53638554;0.4636145;4094;0
0.7794825;0.22051752;4153;0
0.87108666;0.12891333;4162;0
0.14088565;0.85911435;4166;1
0.9910246;0.008975375;4170;0
0.7444497;0.25555032;4181;0
0.9572586;0.042741418;4185;0
0.6825818;0.31741825;4188;0
0.80632603;0.19367395;4192;0
0.6155176;0.3844824;4220;0
0.43444473;0.5655553;4227;0
0.94120777;0.058792256;4230;0
0.57449746;0.42550257;4241;0
0.7955327;0.2044673;4266;0
0.6498141;0.3501859;4268;0
0.965016;0.034984;4270;0
0.70503247;0.29496753;4273;0
0.9169738;0.08302618;4282;0
0.759503;0.24049701;4292;0
0.5330001;0.46699986;4310;0
0.5619019;0.4380981;4319;0
0.728684;0.271316;4322;0
0.7454691;0.2545309;4338;0
0.8036421;0.19635792;4361;0
0.94874257;0.051257424;4371;0
0.62959945;0.37040052;4373;0
0.9179871;0.08201292;4377;0
0.89673746;0.103262536;4400;0
0.86347234;0.13652767;4422;0
0.8064067;0.19359331;4426;0
0.3149193;0.6850807;4439;0
0.9762324;0.023767594;4454;0
0.35251415;0.64748585;4492;0
0.9145231;0.085476846;4503;0
0.7401129;0.2598871;4521;0
0.7620855;0.23791452;4522;0
0.8456936;0.15430641;4526;0
0.7324105;0.2675895;4530;0
0.6626313;0.33736876;4535;0
0.5759157;0.42408434;4539;0
0.7540521;0.2459479;4563;0
0.930908;0.069091976;4564;0
0.18167537;0.8183246;4594;0
0.9335529;0.06644709;4600;0
0.69393194;0.3060681;4612;0
0.44848478;0.5515152;4626;0
0.7628203;0.23717971;4641;0
0.8570916;0.14290841;4653;0
0.7979028;0.20209719;4685;0
0.7147465;0.28525355;4693;0
0.7399374;0.26006258;4698;0
0.77816284;0.22183716;4699;0
0.8892819;0.110718094;4703;0
0.7296083;0.27039167;4709;0
0.7596019;0.2403981;4723;0
0.728778;0.27122197;4726;0
0.5635993;0.4364007;4730;0
0.44042677;0.55957323;4735;0
0.77506363;0.2249364;4743;0
0.5153079;0.4846921;4745;0
0.823985;0.17601503;4749;0
0.90203893;0.09796109;4760;0
0.2483297;0.7516703;4773;0
0.9913772;0.008622801;4780;0
0.7836549;0.2163451;4781;0
0.84599596;0.15400402;4783;0
0.88538074;0.11461924;4802;0
0.33670127;0.6632987;4808;0
0.9345969;0.065403074;4810;0
0.8517885;0.14821145;4813;0
0.5653583;0.43464172;4818;0
0.5668414;0.43315858;4821;0
0.60250187;0.39749813;4830;0
0.32144934;0.67855066;4839;1
0.9278483;0.07215172;4846;0
0.70066214;0.2993379;4850;0
0.7798363;0.22016373;4860;0
0.8891976;0.11080238;4861;0
0.8854017;0.114598244;4875;0
0.9813782;0.018621774;4887;0
0.94488615;0.055113852;4898;0
0.6622158;0.33778417;4901;0
0.50612557;0.49387446;4954;0
0.5881826;0.41181737;4958;0
0.8102781;0.18972187;4968;0
0.9506811;0.049318884;4972;0
0.7393635;0.2606365;5005;0
0.7064005;0.29359946;5023;0
0.53840303;0.461597;5031;0
0.92080665;0.07919334;5034;0
0.70023215;0.29976782;5042;0
0.72606266;0.2739373;5043;0
0.9502938;0.049706195;5049;0
0.53482366;0.46517634;5075;0
0.8890224;0.11097759;5081;0
0.7889577;0.21104231;5089;0
0.88554317;0.11445685;5091;0
0.8539076;0.14609241;5092;0
0.72786784;0.27213213;5096;0
0.8350849;0.16491506;5129;0
0.8310237;0.16897634;5138;0
0.7410524;0.2589476;5141;0
0.25747442;0.7425256;5145;1
0.9253513;0.07464869;5148;0
0.70018065;0.29981935;5152;0
0.8784396;0.12156039;5163;0
0.24794346;0.75205654;5179;1
0.87904227;0.120957755;5187;0
0.66764295;0.33235708;5190;0
0.15822208;0.8417779;5196;0
0.9507817;0.04921831;5213;0
0.87699765;0.12300233;5223;0
0.5200857;0.47991428;5225;0
0.6836164;0.31638363;5233;0
0.8442103;0.15578966;5249;0
0.8387177;0.16128227;5255;0
0.8260343;0.1739657;5280;0
0.67863446;0.32136554;5307;0
0.4575569;0.5424431;5313;0
0.82924926;0.17075077;5323;0
0.81099755;0.18900244;5327;0
0.95354265;0.046457347;5347;0
0.9067124;0.09328759;5385;0
0.5681116;0.4318884;5390;0
0.62945795;0.37054202;5393;0
0.67925304;0.32074696;5416;0
0.8070265;0.19297346;5453;0
0.956926;0.04307403;5454;0
0.652383;0.34761697;5472;0
0.6881547;0.31184533;5476;0
0.5591779;0.44082212;5500;1
0.7162102;0.2837898;5508;0
0.71817815;0.28182188;5517;0
0.7846303;0.21536969;5543;0
0.65060616;0.34939384;5560;0
0.57792175;0.42207825;5612;0
0.6043825;0.3956175;5624;0
0.32802606;0.67197394;5631;1
0.9238178;0.07618221;5635;0
0.7835096;0.2164904;5643;0
0.50063884;0.4993612;5644;0
0.88633686;0.11366315;5704;0
0.9751966;0.024803385;5705;0
0.615558;0.38444194;5709;0
0.5258608;0.47413918;5711;0
0.9747098;0.025290169;5719;0
0.9222071;0.0777929;5729;0
0.8472529;0.1527471;5732;0
0.97282386;0.02717612;5748;0
0.16459;0.83541;5753;1
0.9224377;0.07756229;5761;0
0.5136751;0.48632494;5780;0
0.828113;0.171887;5784;0
0.8744687;0.1255313;5787;0
0.85512644;0.14487354;5803;0
0.80603504;0.19396499;5808;0
0.5714128;0.42858717;5818;0
0.5270935;0.47290647;5843;0
0.5493104;0.4506896;5858;0
0.6034571;0.3965429;5864;0
0.67316544;0.32683456;5867;0
0.19095719;0.8090428;5878;0
0.6526042;0.3473958;5891;0
0.8969209;0.103079066;5901;0
0.71707565;0.28292435;5915;0
0.17110091;0.8288991;5922;0
0.77341366;0.22658637;5927;0
0.98447967;0.01552036;5929;0
0.3705672;0.6294328;5934;0
0.50831825;0.49168175;5939;0
0.9340834;0.06591658;5969;0
0.76782113;0.23217888;5996;0
0.71815;0.28184995;6000;0
0.3528781;0.6471219;6004;0
0.68147707;0.31852293;6005;0
0.9546413;0.045358732;6022;0
0.9349937;0.06500634;6025;0
0.8218092;0.1781908;6036;0
0.9792063;0.020793656;6050;0
0.7469963;0.2530037;6051;0
0.09378517;0.90621483;6058;0
0.7658421;0.23415792;6060;0
0.5157846;0.48421538;6072;0
0.8945956;0.1054044;6076;0
0.61668813;0.38331184;6079;0
0.54972166;0.45027834;6082;0
0.86153954;0.13846047;6113;0
0.7562812;0.2437188;6115;0
0.86480844;0.13519159;6124;0
0.62726575;0.37273425;6133;0
0.84088737;0.15911263;6147;0
0.8666686;0.13333145;6148;0
0.73626375;0.26373622;6154;0
0.8063674;0.19363263;6169;0
0.5615898;0.43841022;6170;0
0.98445964;0.015540334;6200;0
0.84146917;0.15853085;6205;0
0.8976539;0.102346115;6223;0
0.48169953;0.5183005;6229;0
0.8197763;0.18022372;6259;0
0.782194;0.21780595;6260;0
0.9108175;0.08918248;6276;0
0.63434273;0.36565727;6288;0
0.7485264;0.2514736;6317;0
0.56983125;0.43016878;6319;0
0.2781055;0.7218945;6334;0
0.8171987;0.18280129;6391;0
0.8012547;0.19874533;6395;0
0.939207;0.06079299;6400;0
0.6773764;0.32262358;6419;0
0.98075914;0.019240871;6420;0
0.74104655;0.25895342;6434;0
0.7301675;0.26983246;6435;0
0.78202546;0.21797451;6440;0
0.953509;0.046491016;6441;0
0.6853403;0.31465974;6448;0
0.7775206;0.22247942;6461;0
0.944329;0.055670973;6477;0
0.5036294;0.4963706;6484;0
0.21405452;0.7859455;6491;0
0.91326684;0.08673316;6494;0
0.56811213;0.43188787;6497;0
0.7160075;0.28399253;6521;0
0.16281414;0.83718586;6525;0
0.6544144;0.34558555;6537;0
0.5968627;0.4031373;6567;0
0.9472462;0.05275379;6576;0
0.47686756;0.52313244;6595;0
0.48282462;0.5171754;6599;0
0.5197791;0.48022088;6602;0
0.10915983;0.8908402;6618;0
0.79612577;0.20387426;6626;0
0.8096298;0.19037022;6635;0
0.7307687;0.2692313;6637;0
0.8797192;0.12028081;6645;1
0.8909393;0.10906071;6659;0
0.36443537;0.6355646;6676;0
0.5304327;0.46956727;6677;0
0.7880894;0.21191064;6679;0
0.6654856;0.33451435;6683;0
0.9179548;0.08204521;6685;0
0.7262577;0.27374232;6692;0
0.7695121;0.23048787;6695;0
0.7839303;0.2160697;6702;0
0.84358144;0.15641855;6717;0
0.8726411;0.12735891;6719;0
0.68582183;0.31417817;6723;0
0.896798;0.10320197;6758;0
0.77891564;0.22108433;6776;0
0.8992785;0.10072147;6778;0
0.902967;0.09703302;6794;0
0.86918473;0.13081525;6796;0
0.74822605;0.25177398;6797;0
0.68651485;0.31348518;6810;0
0.9134033;0.08659673;6829;0
0.7073487;0.29265127;6831;0
0.55125403;0.44874594;6834;0
0.60681736;0.39318264;6844;0
0.9376855;0.062314525;6863;0
0.7151116;0.28488836;6865;0
0.8256942;0.17430577;6890;0
0.9317154;0.06828459;6892;0
0.93418896;0.06581104;6904;0
0.7507331;0.24926694;6913;0
0.55577;0.44423002;6924;0
0.50993013;0.49006987;6925;0
0.7474159;0.25258407;6931;0
0.6564218;0.34357822;6936;0
0.6264678;0.37353218;6949;0
0.6744002;0.32559982;6950;0
0.7198647;0.28013527;6969;0
0.85608774;0.14391227;6976;0
0.57943946;0.42056054;6995;0
0.28885424;0.71114576;7018;0
0.15582985;0.84417015;7042;0
0.47616333;0.5238367;7058;0
0.36623716;0.63376284;7073;0
0.97368693;0.026313087;7088;0
0.9968072;0.003192797;7110;0
0.9687457;0.031254318;7116;0
0.87176365;0.12823634;7120;0
0.90295154;0.09704848;7163;0
0.9756526;0.024347406;7172;0
0.9837072;0.01629283;7173;0
0.6831168;0.31688324;7184;0
0.25246114;0.74753886;7202;0
0.53492814;0.46507186;7237;0
0.9759248;0.024075182;7238;0
0.7666259;0.2333741;7252;0
0.79911906;0.20088094;7262;0
0.67028725;0.32971272;7266;0
0.48610693;0.51389307;7275;0
0.691748;0.30825195;7277;0
0.7809681;0.21903186;7282;0
0.9387245;0.061275512;7291;0
0.7700311;0.2299689;7337;0
0.8693373;0.13066266;7345;0
0.5774585;0.42254153;7364;0
0.98998684;0.010013169;7371;0
0.7144364;0.28556356;7372;0
0.8775697;0.12243035;7374;0
0.87376565;0.12623437;7378;0
0.5576798;0.4423202;7383;0
0.656417;0.34358302;7392;0
0.82053053;0.1794695;7393;0
0.9042493;0.09575071;7407;0
0.92090374;0.07909627;7408;0
0.94532377;0.054676246;7410;0
0.571995;0.42800498;7412;0
0.81648374;0.1835163;7413;0
0.982531;0.01746899;7424;0
0.10612911;0.8938709;7425;0
0.82518727;0.17481273;7429;0
0.8630675;0.13693249;7463;0
0.9693776;0.030622436;7467;0
0.6377518;0.3622482;7472;0
0.8771068;0.122893184;7481;0
0.99602133;0.0039786743;7518;0
0.54478115;0.45521885;7530;0
0.35467124;0.64532876;7533;0
0.6072116;0.39278844;7537;0
0.7127978;0.28720218;7541;0
0.31063914;0.68936086;7549;1
0.95510226;0.04489771;7569;0
0.7841776;0.21582238;7575;0
0.2866401;0.7133599;7578;1
0.97853816;0.021461861;7587;0
0.46247655;0.53752345;7590;0
0.8518053;0.14819466;7596;0
0.22846818;0.7715318;7603;0
0.6778115;0.32218847;7609;0
0.80050325;0.19949672;7628;0
0.59085906;0.4091409;7633;0
0.55939907;0.44060093;7653;0
0.8513733;0.14862671;7659;0
0.9617345;0.038265515;7678;0
0.5993356;0.4006644;7687;0
0.7342993;0.26570073;7692;0
0.80089664;0.19910336;7701;0
0.75903046;0.24096952;7705;0
0.82739586;0.17260416;7707;0
0.2936324;0.7063676;7713;1
0.5247315;0.47526845;7727;0
0.66174376;0.3382562;7728;0
0.7277322;0.27226782;7733;0
0.4742242;0.5257758;7742;0
0.9130888;0.08691121;7754;0
0.9562122;0.043787763;7771;0
0.7429724;0.2570276;7775;0
0.5288998;0.47110024;7787;0
0.96298987;0.03701012;7789;0
0.5184109;0.4815891;7799;0
0.35116392;0.6488361;7803;0
0.750772;0.24922797;7813;0
0.671242;0.32875797;7818;0
0.95941067;0.040589344;7852;0
0.70185614;0.2981439;7861;0
0.92848456;0.07151544;7862;0
0.75227404;0.24772598;7890;0
0.43436742;0.5656326;7897;1
0.45297462;0.5470254;7903;0
0.5777438;0.42225617;7914;1
0.9653456;0.034654353;7915;0
0.56762457;0.43237546;7923;0
0.9669585;0.0330415;7958;0
0.72602236;0.27397764;7962;0
0.639182;0.36081803;7968;0
0.7808189;0.21918114;7978;0
0.76989585;0.23010413;7997;0
0.7423215;0.2576785;7999;0
0.7005364;0.29946366;8005;0
0.6693195;0.3306805;8006;0
0.79321164;0.20678836;8071;0
0.80333036;0.19666964;8079;0
0.62870115;0.37129885;8087;0
0.73080444;0.26919556;8097;0
0.94360185;0.056398164;8102;0
0.8810383;0.1189617;8110;0
0.88932216;0.11067782;8135;0
0.7673687;0.2326313;8144;0
0.62715936;0.3728406;8152;0
0.6552373;0.3447627;8153;0
0.9096599;0.09034007;8160;0
0.82455796;0.17544203;8171;0
0.7355708;0.2644292;8181;0
0.04451543;0.95548457;8182;1
0.5495262;0.45047382;8189;0
0.73505497;0.264945;8192;0
0.64238167;0.3576183;8198;0
0.4366001;0.5633999;8202;0
0.6580542;0.34194583;8208;0
0.6483625;0.35163745;8214;0
0.7218859;0.27811408;8221;0
0.9283874;0.07161257;8233;0
0.92013955;0.07986045;8240;0
0.7635021;0.23649788;8241;0
0.8440162;0.15598384;8246;0
